TOPIC,SUBTOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ID,SUBGROUP,SUBGROUP_ID,NESTING_LABEL,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2022,1.5,0.5,3.4
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2023,1.3,0.4,3.0
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2024,1.9,1.0,3.3
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2019,1.7,1.5,1.9
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2020,1.5,1.3,1.7
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2021,1.5,1.4,1.7
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2022,1.7,1.5,1.9
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2023,1.6,1.5,1.8
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,,2024,1.6,1.5,1.8
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2019,3.1,2.5,3.9
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2020,3.3,2.7,4.0
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2021,4.0,3.2,4.8
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2022,4.0,3.2,5.0
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2023,3.7,2.9,4.6
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,,2024,4.1,3.3,5.0
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2019,1.5,1.4,1.7
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2020,1.3,1.2,1.5
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2021,1.3,1.2,1.5
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2022,1.5,1.3,1.6
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2023,1.4,1.3,1.6
Angina/angina pectoris,,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2024,1.4,1.2,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2019,1.4,1.2,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2020,1.1,0.9,1.3
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2021,1.3,1.1,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2022,1.3,1.1,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2023,1.3,1.1,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2024,1.2,1.1,1.4
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2019,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2020,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2021,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2022,1.7,1.5,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2023,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2024,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2019,2.9,2.3,3.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2020,2.4,2.0,2.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2021,2.1,1.7,2.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2022,2.7,2.0,3.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2023,2.4,1.9,3.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2024,2.6,2.1,3.3
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2019,1.9,1.5,2.4
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2020,1.3,1.0,1.7
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2021,1.3,1.0,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2022,1.6,1.2,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2023,1.7,1.3,2.2
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,,2024,1.6,1.2,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2019,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2020,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2021,1.7,1.4,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2022,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2023,1.4,1.1,1.7
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,,2024,1.9,1.5,2.3
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2019,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2020,1.7,1.4,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2021,1.6,1.3,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2022,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2023,1.7,1.5,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,,2024,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2019,1.5,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2020,1.2,0.9,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2021,1.4,1.1,1.7
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2022,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2023,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,,2024,1.2,0.9,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2019,1.3,1.0,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2020,1.4,1.0,1.7
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2021,1.3,1.0,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2022,1.7,1.3,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2023,1.3,1.0,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,,2024,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2019,1.5,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2020,1.3,1.1,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2021,1.3,1.1,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2022,1.7,1.4,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2023,1.5,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,,2024,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2019,1.7,1.4,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2020,1.6,1.3,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2021,1.7,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2022,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2023,1.7,1.4,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,,2024,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2019,2.1,1.7,2.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2020,1.5,1.2,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2021,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2022,1.5,1.3,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2023,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,,2024,1.6,1.3,1.9
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2019,1.3,1.0,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2020,1.0,0.8,1.2
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2021,1.3,1.1,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2022,1.2,1.0,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2023,1.2,1.0,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large central metro,52,,2024,1.1,0.9,1.4
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2019,1.5,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2020,1.3,1.0,1.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2021,1.2,0.9,1.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2022,1.5,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2023,1.4,1.2,1.8
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,,2024,1.4,1.1,1.7
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2019,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2020,1.6,1.3,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2021,1.7,1.4,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2022,1.7,1.5,2.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2023,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,,2024,1.8,1.5,2.1
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2019,2.9,2.3,3.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2020,2.4,2.0,3.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2021,2.1,1.7,2.6
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2022,2.7,2.0,3.5
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2023,2.4,1.9,3.0
Angina/angina pectoris,,Cardiovascular diseases,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,,2024,2.6,2.1,3.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2019,3.4,2.6,4.3
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2020,2.7,1.9,3.6
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2021,2.3,1.7,3.0
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2022,3.0,2.2,3.9
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2023,3.1,2.3,4.0
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,,2024,2.4,1.8,3.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2019,2.0,1.7,2.4
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2020,1.9,1.6,2.3
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2021,1.9,1.5,2.3
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2022,2.2,1.9,2.7
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2023,2.1,1.7,2.5
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,,2024,2.1,1.7,2.5
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2019,2.1,1.8,2.5
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2020,1.6,1.3,1.9
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2021,2.2,1.8,2.6
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2022,2.0,1.7,2.4
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2023,1.9,1.5,2.3
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,Some college,58,,2024,1.9,1.6,2.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,College degree or higher,59,,2019,1.0,0.8,1.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,College degree or higher,59,,2020,1.0,0.8,1.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,College degree or higher,59,,2021,1.0,0.8,1.2
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,College degree or higher,59,,2022,1.1,0.9,1.3
Angina/angina pectoris,,Cardiovascular diseases,Socioeconomic Characteristic,Education,17,College degree or higher,59,,2023,1.2,1.0,1.4
